Nama Prodi,Nama PT,Jenjang
Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Nusantara Banjarmasin,D-III
Teknika,Akademi Maritim Nusantara Cilacap,D-III
Ketatalaksanaan Pelayaran Niaga Dan Kepel,Akademi Maritim Nusantara Cilacap,D-III
Nautika,Akademi Maritim Nusantara Cilacap,D-III
Teknika,Akademi Maritim Pembangunan Jakarta,D-III
Nautika,Akademi Maritim Pembangunan Jakarta,D-III
Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Pembangunan Jakarta,D-III
Ketatalaksanaan Pelayaran Niaga Dan Kepel,Akademi Maritim Sapta Samudra,D-III
Teknika,Akademi Maritim Sapta Samudra,D-III
Nautika,Akademi Maritim Sapta Samudra,D-III
Teknika,Akademi Maritim Suaka Bahari,D-III
Nautika,Akademi Maritim Suaka Bahari,D-III
Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Suaka Bahari,D-III
Teknika,Akademi Maritim Yogyakarta,D-III
Nautika,Akademi Maritim Yogyakarta,D-III
Ketatalaksanaan Pelayaran Niaga,Akademi Maritim Yogyakarta,D-III
Metrologi Dan Instrumentasi,Akademi Metrologi Dan Instrumentasi,D-III
Teknik Elektronika Pertahanan,Akademi Militer Magelang,D-IV
Teknik Mesin Pertahanan,Akademi Militer Magelang,D-IV
Teknik Sipil Pertahanan,Akademi Militer Magelang,D-IV
Manajemen Pertahanan,Akademi Militer Magelang,D-IV
Administrasi Pertahanan,Akademi Militer Magelang,D-IV
Teknik Kimia,Akademi Minyak Dan Gas Balongan,D-III
Keselamatan Kerja & Pencegahan Kebakaran,Akademi Minyak Dan Gas Balongan,D-III
Perminyakan,Akademi Minyak Dan Gas Balongan,D-III
Ilmu Kepelatihan Olah Raga,Akademi Olahraga Prestasi Nasional,D-III
Usaha Perjalanan Wisata,Akademi Pariwisata 45 Jayapura,D-III
Perhotelan,Akademi Pariwisata 45 Jayapura,D-III
Perhotelan,Akademi Pariwisata BSI Bandung,D-III
Perhotelan,Akademi Pariwisata Buana Wisata Yogyakarta,D-III
Perhotelan,Akademi Pariwisata Bunda Mulia,D-III
Perhotelan,Akademi Pariwisata Bunda Padang,D-III
Perhotelan,Akademi Pariwisata Citra Buana Indonesia,D-III
Usaha Perjalanan Wisata,Akademi Pariwisata Dan Perhotelan Darma Agung,D-III
Perhotelan,Akademi Pariwisata Dan Perhotelan Darma Agung,D-III
Perhotelan,Akademi Pariwisata Dan Perhotelan Ganesha,D-III
Usaha Perjalanan Wisata,Akademi Pariwisata Denpasar,D-III
Perhotelan,Akademi Pariwisata Denpasar,D-III
Perhotelan,Akademi Pariwisata Dharma Nusantara Sakti,D-III
Perhotelan,Akademi Pariwisata Gsp Internasional,D-III
Perhotelan,Akademi Pariwisata Indonesia Jakarta,D-I
Usaha Perjalanan Wisata,Akademi Pariwisata Indonesia Jakarta,D-III
Perhotelan,Akademi Pariwisata Indonesia Jakarta,D-III
Perhotelan,Akademi Pariwisata Indraprasta,D-III
Perhotelan,Akademi Pariwisata Jakarta,D-III
Perhotelan,Akademi Pariwisata Jakarta International Hotel,D-III
Perhotelan,Akademi Pariwisata Kupang,D-III
Perhotelan,Akademi Pariwisata Majapahit,D-III
Usaha Perjalanan Wisata,Akademi Pariwisata Majapahit,D-III
Perhotelan,Akademi Pariwisata Mandala Bhakti,D-III
Perhotelan,Akademi Pariwisata Medan Hotel School,D-III
Perhotelan,Akademi Pariwisata Nasional Banjarmasin,D-III
Usaha Perjalanan Wisata,Akademi Pariwisata Nasional Banjarmasin,D-III
Perhotelan,Akademi Pariwisata Nasional Indonesia Bandung,D-III
Perhotelan,Akademi Pariwisata Nasional Jakarta,D-III
Perhotelan,Akademi Pariwisata NHI Bandung,D-III
Perhotelan,Akademi Pariwisata Nusantara Jaya,D-III
Perhotelan,Akademi Pariwisata Nusantara Medan,D-III
Bina Wisata,Akademi Pariwisata Paramitha Bukittinggi,D-III
Perhotelan,Akademi Pariwisata Paramitha Jakarta,D-III
Perhotelan,Akademi Pariwisata Patria Indonesia,D-III
Perhotelan,Akademi Pariwisata Pertiwi,D-III
Pengelolaan Perhotelan,Akademi Pariwisata Pertiwi,D-IV
Pengelolaan Konvensi Dan Acara,Akademi Pariwisata Pertiwi,D-IV
Usaha Perjalanan Wisata,Akademi Pariwisata Saint Mary,D-III
Perhotelan,Akademi Pariwisata Saint Mary,D-III
Perhotelan,Akademi Pariwisata Satu Nusa,D-III
Perhotelan,Akademi Pariwisata Stipary,D-III
Perhotelan,Akademi Pariwisata Stipary,D-I
Perhotelan,Akademi Pariwisata Tridaya,D-III
Perhotelan,Akademi Pariwisata Widya Nusantara Surakarta,D-III
Perhotelan,Akademi Pariwisata Yogyakarta,D-III
Pekerjaan Sosial,Akademi Pekerjaan Sosial Kupang,D-III
Ketatalaksanaan Pelayaran Niaga Dan Kepel,Akademi Pelayaran Nasional Surakarta,D-III
Teknika,Akademi Pelayaran Niaga Indonesia Semarang,D-III
Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Pelayaran Niaga Indonesia Semarang,D-III
Nautika,Akademi Pelayaran Niaga Indonesia Semarang,D-III
Penerbang Sayap Tetap,Akademi Penerbang Indonesia Banyuwangi,D-III
Budidaya Perairan,Akademi Perikanan Bhima Sakti,D-III
Pemanfaatan Sumber Daya Perairan,Akademi Perikanan Kamasan Biak,D-III
Teknologi Pengolahan Hasil Perikanan,Akademi Perikanan Kamasan Biak,D-III
Budidaya Perairan,Akademi Perikanan Yogyakarta,D-III
Manajemen Transportasi Perkeretaapian,Akademi Perkeretaapian Indonesia Madiun,D-III
Teknik Bangunan Dan Jalur Perkeretaapian,Akademi Perkeretaapian Indonesia Madiun,D-III
Teknik Mekanika Perkeretaapian,Akademi Perkeretaapian Indonesia Madiun,D-III
Teknik Elektro Perkeretaapian,Akademi Perkeretaapian Indonesia Madiun,D-III
Manajemen Perpajakan,Akademi Perpajakan Panca Bhakti,D-III
Perpajakan,Akademi Perpajakan Tridarma,D-III
Budidaya Tanaman Pangan,Akademi Pertanian Yogyakarta,D-III
Budidaya Ternak,Akademi Peternakan Brahma Putra,D-III
Produksi Ternak,Akademi Peternakan Karanganyar,D-III
Manajemen Keuangan,Akademi Pimpinan Perusahaan,D-III
Manajemen Pemasaran,Akademi Pimpinan Perusahaan,D-III
Perdagangan Internasional,Akademi Pimpinan Perusahaan,D-III
Refraksi Optisi,Akademi Refraksi Optisi Binalita Sudama,D-III
Sekretari,Akademi Sekretari Budi Luhur,D-III
Manajemen Administrasi,Akademi Sekretari Dan Manajemen Ariyanti,D-III
Sekretari,Akademi Sekretari Dan Manajemen Ariyanti,D-III
Sekretari,Akademi Sekretari Dan Manajemen Bina Insani,D-III
Manajemen Administrasi,Akademi Sekretari Dan Manajemen Bina Insani,D-III
Sekretari,Akademi Sekretari Dan Manajemen Desanta,D-III
Administrasi Perkantoran,Akademi Sekretari Dan Manajemen Desanta,D-III
Manajemen Administrasi,Akademi Sekretari Dan Manajemen Dharma Budhi Bhakti,D-III
Sekretari,Akademi Sekretari Dan Manajemen Don Bosco,D-III
Manajemen Perusahaan,Akademi Sekretari Dan Manajemen Indonesia Jayapura,D-III
Sekretari,Akademi Sekretari Dan Manajemen Indonesia Jayapura,D-III
Administrasi Perkantoran,Akademi Sekretari Dan Manajemen Indonesia Surabaya,D-III
Sekretari,Akademi Sekretari Dan Manajemen Indonesia Surabaya,D-III
Kesekretariatan,Akademi Sekretari Dan Manajemen Kencana Bandung,D-III
Manajemen Administrasi Akuntansi,Akademi Sekretari Dan Manajemen Lepisi,D-III
Sekretari,Akademi Sekretari Dan Manajemen Lepisi,D-III
Sekretari,Akademi Sekretari Dan Manajemen Mataram,D-III
Manajemen Perusahaan,Akademi Sekretari Dan Manajemen Persada Bunda,D-III
Sekretari,Akademi Sekretari Dan Manajemen Sriwijaya,D-III
Manajemen Perkantoran,Akademi Sekretari Dan Manajemen Widya Dharma,D-III
Sekretari,Akademi Sekretari Interstudi,D-III
Manajemen Perusahaan,Akademi Sekretari Manajemen Amsir Pare-Pare,D-III
Manajemen Pemasaran,Akademi Sekretari Manajemen Cendana,D-III
Manajemen Perusahaan,Akademi Sekretari Manajemen Cendana,D-III
Manajemen Perkantoran,Akademi Sekretari Manajemen Indonesia Pontianak,D-III
Manajemen Informatika,Akademi Sekretari Manajemen Indonesia Publik,D-III
Sekretari,Akademi Sekretari Manajemen Taruna Bakti,D-III
Sekretari,Akademi Sekretari Marsudirini Santa Maria,D-III
Sekretari,Akademi Sekretari Santa Theresia,D-III
Sekretari,Akademi Sekretari Widya Mandala Surabaya,D-III
Manajemen Bisnis,Akademi Sekretaris Manajemen Indonesia Citra Nusantara,D-III
Kesekretariatan,Akademi Sekretaris Manajemen Indonesia Citra Nusantara,D-III
Desain Produk Tekstil,Akademi Seni Dan Desain Indonesia Surakarta,D-III
Desain Komunikasi Visual,Akademi Seni Dan Desain Indonesia Surakarta,D-III
Desain Produk,Akademi Seni Rupa Dan Desain ISWI Jakarta,D-III
Desain Komunikasi Visual,Akademi Seni Rupa Dan Desain MSD,D-III
Statistika,Akademi Statistika Muhammadiyah Semarang,D-III
Tata Boga,Akademi Tata Boga Bandung,D-III
Teknik Elektronika,Akademi Teknik Adikarya,D-III
Teknik Sipil,Akademi Teknik Adikarya,D-III
Teknik Mesin,Akademi Teknik Biak,D-III
Manajemen Informatika,Akademi Teknik Biak,D-III
Lalu Lintas Udara,Akademi Teknik Dan Keselamatan Penerbangan Makassar,D-III
Teknik Telekomunikasi Dan Navigasi Udara,Akademi Teknik Dan Keselamatan Penerbangan Makassar,D-III
Teknik Listrik Bandar Udara,Akademi Teknik Dan Keselamatan Penerbangan Makassar,D-III
Komunikasi Penerbangan,Akademi Teknik Dan Keselamatan Penerbangan Makassar,D-III
Teknik Telekomunikasi Dan Navigasi Udara,Akademi Teknik Dan Keselamatan Penerbangan Medan,D-III
Teknik Listrik Bandar Udara,Akademi Teknik Dan Keselamatan Penerbangan Medan,D-III
Pemanduan Lalu Lintas Udara,Akademi Teknik Dan Keselamatan Penerbangan Medan,D-III
Manajemen Transportasi Udara,Akademi Teknik Dan Keselamatan Penerbangan Surabaya,D-III
Teknik Pesawat Udara,Akademi Teknik Dan Keselamatan Penerbangan Surabaya,D-III
Teknik Mesin,Akademi Teknik Deli Serdang,D-III
Teknik Elektro,Akademi Teknik Deli Serdang,D-III
Teknik Industri,Akademi Teknik Deli Serdang,D-III
Teknik Sipil,Akademi Teknik Deli Serdang Lubuk Pakam,D-III
Teknik Elektromedik,Akademi Teknik Elektromedik Kupula Aceh,D-III
Teknik Kimia,Akademi Teknik Indonesia Cut Meutia,D-III
Manajemen Industri,Akademi Teknik Indonesia Cut Meutia,D-III
Komputerisasi Akuntansi,Akademi Teknik Informatika Tunas Bangsa,D-III
Manajemen Informatika,Akademi Teknik Informatika Tunas Bangsa,D-III
Teknik Sipil,Akademi Teknik Kupang,D-III
Mesin Industri,Akademi Teknik Mesin Industri,D-III
Teknik Listrik,Akademi Teknik Pembangunan Nasional,D-III
Teknik Bangunan Kapal,Akademi Teknik Perkapalan Veteran,D-III
Teknik Kelistrikan Kapal,Akademi Teknik Perkapalan Veteran,D-III
Teknik Permesinan Kapal,Akademi Teknik Perkapalan Veteran,D-III
Desain Interior,Akademi Teknik PIKA,D-III
Teknik Radiodiagnostik & Radioterapi,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI (ATRO) BANDA ACEH,D-III
Teknik Radiodiagnostik Dan Radioterapi,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI NUSANTARA,D-III
Perawatan Dan Perbaikan Mesin,Akademi Teknik Soroako,D-III
Teknik Telekomunikasi,Akademi Teknik Telekomunikasi Sandhy Putra Jakarta,D-III
Teknik Lingkungan,Akademi Teknik Tirta Wiyata,D-III
Teknik Sipil,Akademi Teknik Wacana Manunggal Semarang,D-III
Teknik Mesin,Akademi Teknik Wacana Manunggal Semarang,D-III
Arsitektur,Akademi Teknik YKPN,D-III
Teknik Elektronika,Akademi Teknologi Adi Unggul Bhirawa (AUB) Surakarta,D-III
Rangka Pesawat Terbang,Akademi Teknologi Aeronautika Siliwangi,D-III
Teknik Mesin,Akademi Teknologi AUB,D-III
Teknik Listrik,Akademi Teknologi Bogor,D-III
Teknik Mesin,Akademi Teknologi Bogor,D-III
Mesin Otomotif,Akademi Teknologi Industri Dewantara Palopo,D-III
Teknik Sipil,Akademi Teknologi Industri Dewantara Palopo,D-III
Teknik Elektronika,Akademi Teknologi Industri Dewantara Palopo,D-III
Teknik Informatika,Akademi Teknologi Industri Immanuel Medan,D-III
Teknik Mesin Otomotif,Akademi Teknologi Industri Immanuel Medan,D-III
Kimia  Tekstil,Akademi Teknologi Warga Surakarta,D-III
Teknik Elektronika,Akademi Teknologi Warga Surakarta,D-III
Teknik Mesin,Akademi Teknologi Warga Surakarta,D-III
Manajemen Industri,Akademi Telekomunikasi Bogor,D-III
Komunikasi Massa,Akademi Televisi Indonesia,D-III
Kebidanan,AKADEMIK KEBIDANAN ARMINA CENTRE PANYABUNGAN,D-III
Teknik Sipil,Akademik Teknik Biak,D-III
Manajemen Informatika,AMIK AKMI,D-III
Manajemen Informatika,AMIK Bina Sriwijaya,D-III
Teknik Komputer,AMIK Bina Sriwijaya,D-III
Manajemen Informatika,AMIK Bukittinggi,D-III
Manajemen Informatika,AMIK Bumi Nusantara,D-III
Manajemen Informatika,AMIK Cipta Darma,D-III
Komputerisasi Akuntansi,AMIK Citra Buana Indonesia,D-III
Manajemen Informatika,AMIK Citra Buana Indonesia,D-III
Manajemen Informatika,AMIK Datuk Parpatiah Nan Sabatang,D-III
Manajemen Informatika,AMIK Depati Parbo Kerinci,D-III
Komputerisasi Akuntansi,AMIK Dian Cipta Cendikia,D-III
Manajemen Informatika,AMIK Dian Cipta Cendikia,D-III
Manajemen Informatika,AMIK Dian Cipta Cendikia Pringsewu,D-III
Manajemen Informatika,AMIK Indonesia,D-III
Komputerisasi Akuntansi,AMIK Jakarta Teknologi Cipta,D-III
Manajemen Informatika,AMIK Lembah Dempo,D-III
Teknik Informatika,AMIK Mapan Tangerang,D-III
Komputerisasi Akuntansi,AMIK Mapan Tangerang,D-III
Manajemen Informatika,AMIK Mapan Tangerang,D-III
Manajemen Informatika,AMIK Master Lampung,D-III
Komputerisasi Akuntansi,AMIK Master Lampung,D-III
Manajemen Informatika,AMIK Medan Business Polytechnic,D-III
Teknik Komputer,AMIK Mitra Gama,D-III
Manajemen Informatika,AMIK Mitra Gama,D-III
Komputerisasi Akuntansi,AMIK Pakarti Luhur,D-III
Manajemen Informatika,AMIK Panca Bhakti,D-III
Teknik Informatika,AMIK Parbina Nusantara,D-III
Manajemen Informatika,AMIK Parbina Nusantara,D-III
Manajemen Informatika,AMIK Purnama Niaga,D-III
Teknik Informatika,AMIK Raharja Informatika,D-III
Komputerisasi Akuntansi,AMIK Raharja Informatika,D-III
Teknik Komputer,AMIK Sigma,D-III
Manajemen Informatika,AMIK Sigma,D-III
Manajemen Informatika,AMIK Stiekom Sumatera Utara,D-III
Teknik Komputer,AMIK Tomakaka,D-III
Manajemen Informatika,AMIK Tomakaka,D-III
Manajemen Informatika,AMIK Tri Dharma Palu,D-III
Teknik Informatika,AMIK Tri Dharma Palu,D-III
Teknik Komputer,AMIK Tri Dharma Pekanbaru,D-III
Manajemen Informatika,AMIK Tri Dharma Pekanbaru,D-III
Komputerisasi Akuntansi,AMIK Tunas Bangsa,D-III
Manajemen Informatika,AMIK Tunas Bangsa,D-III
Manajemen Informatika,AMIK Wahana Mandiri Tangerang,D-III
Manajemen Informatika,AMIK Widya Loka Medan,D-III
Sekretari,ASM Marsudirini Santa Maria,D-III
Hubungan Masyarakat,ASM Marsudirini Santa Maria,D-III
Manajemen Perusahaan,ASM Marsudirini Santa Maria,D-III
Administrasi Perkantoran,ASM Marsudirini Santa Maria,D-III
Manajemen,ASM Marsudirini Santa Maria,D-III
Manajemen Perusahaan,ASMI Airlangga Balikpapan,D-III
Kesekretariatan,ASMI Airlangga Balikpapan,D-III
Pendidikan Guru Madrasah Ibtidaiyah,IAI Agus Salim Metro Lampung,S1
Ekonomi Syariah,IAI Agus Salim Metro Lampung,S1
Hukum Keluarga Islam (Ahwal Al Syakhshiyah),IAI Agus Salim Metro Lampung,S1
Hukum Ekonomi Syariah (Muamalah),IAIN Ambon,S1
Pendidikan Biologi,IAIN Ambon,S1
Pendidikan Matematika,IAIN Ambon,S1
Pengembangan Masyarakat Islam,IAIN Ambon,S1
Hukum Pidana Islam (Jinayah),IAIN Ambon,S1
Perbandingan Madzhab,IAIN Ambon,S1
Manajemen Bisnis Syariah,IAIN Ambon,S1
Bimbingan Dan Konseling Islam,IAIN Ambon,S1
Tadris Ipa,IAIN Ambon,S1
Komunikasi Dan Penyiaran Islam,IAIN Ambon,S1
Pendidikan Agama Islam,IAIN Ambon,S1
Manajemen Keuangan Syariah,IAIN Ambon,S1
Pendidikan Guru Madrasah Ibtidaiyah,IAIN Ambon,S1
Manajemen Pendidikan Islam,IAIN Ambon,S1
Jurnalistik Islam,IAIN Ambon,S1
Manajemen Dakwah,IAIN Bengkulu,S1
Tadris Matematika,IAIN Bengkulu,S1
Tadris Ipa,IAIN Bengkulu,S1
Tadris Bahasa Indonesia,IAIN Bengkulu,S1
Tadris Ips,IAIN Bengkulu,S1
Bahasa Dan Sastra Arab,IAIN Bengkulu,S1
Ilmu Tasawuf,IAIN Bengkulu,S1
Manajemen Haji Dan Umrah,IAIN Bengkulu,S1
Pendidikan Agama Islam,IAIN Bengkulu,S1
Hukum Ekonomi Syariah (Muamalah),IAIN Bengkulu,S1
Aqidah Dan Filsafat Islam,IAIN Bengkulu,S1
Sejarah Peradaban Islam,IAIN Bengkulu,S1
Pendidikan Islam Anak Usia Dini,IAIN Bengkulu,S1
Komunikasi Dan Penyiaran Islam,IAIN Bengkulu,S1
Manajemen Zakat Dan Wakaf,IAIN Bengkulu,S1
Ilmu Hadis,IAIN Bengkulu,S1
Manajemen Bisnis Syariah,IAIN Bukittinggi,S1
Komunikasi Dan Penyiaran Islam,IAIN Bukittinggi,S1
Perbankan Syariah,IAIN Bukittinggi,D-III
Pendidikan Matematika,IAIN Bukittinggi,S1
Perbankan Syariah,IAIN Bukittinggi,S1
Ekonomi Islam,IAIN Bukittinggi,S1
Sejarah Peradaban Islam,IAIN Bukittinggi,S1
Pendidikan Bahasa Arab,IAIN Bukittinggi,S1
Bimbingan Dan Konseling,IAIN Bukittinggi,S1
Pendidikan Bahasa Inggris,IAIN Bukittinggi,S1
Akuntansi Syariah,IAIN Bukittinggi,S1
Pendidikan Teknik Informatika Dan Komputer,IAIN Bukittinggi,S1
Ilmu Al-Qur`An Dan Tafsir,IAIN Bukittinggi,S1
Hukum Tatanegara (Siyasah),IAIN Bukittinggi,S1
Manajemen Haji Dan Umroh,IAIN Bukittinggi,S1
Pariwisata Syariah,IAIN Bukittinggi,S1
Aqidah Dan Filsafat Islam,IAIN Bukittinggi,S1
Hukum Keluarga Islam (Ahwal Syakhshiyyah),IAIN Bukittinggi,S1
Hukum Ekonomi Syariah (Muamalah),IAIN Bukittinggi,S1
Pendidikan Agama Islam,IAIN Bukittinggi,S1
Ilmu Hadis,IAIN Bukittinggi,S1
Sosiologi Agama,IAIN Bukittinggi,S1
Hukum Pidana Islam (Jinayah),IAIN Bukittinggi,S1
Hukum Keluarga (Akhwal Syaksiyah),IAIN Jember,S1
Komunikasi Dan Penyiaran Islam,IAIN Jember,S1
Ekonomi Syariah,IAIN Jember,S1
Tadris Ipa,IAIN Jember,S1
Pendidikan Agama Islam,IAIN Jember,S1
Tadris Biologi,IAIN Jember,S1
Tadris Ips,IAIN Jember,S1
Pendidikan Bahasa Arab,IAIN Jember,S1
Tadris Matematika,IAIN Jember,S1
Tadris Bahasa Inggris,IAIN Jember,S1
Pendidikan Guru Madrasah Ibtidaiyah,IAIN Jember,S1
Pendidikan Islam Anak Usia Dini,IAIN Jember,S1
Manajemen Pendidikan Islam,IAIN Jember,S1
Akuntansi Syari`Ah,IAIN Jember,S1
Manajemen Zakat Dan Wakaf,IAIN Jember,S1
Hukum Tata Negara (Siyasah),IAIN Jember,S1
Hukum Pidana Islam,IAIN Jember,S1
Hukum Ekonomi Syari'Ah (Mu'Amalah),IAIN Jember,S1
Pengembangan Masyarakat Islam,IAIN Jember,S1
Ilmu Al-Qur'An Dan Tafsir,IAIN Jember,S1
Bahasa Dan Sastra Arab,IAIN Jember,S1
Psikologi Islam,IAIN Jember,S1
Perbankan Syariah,IAIN Jember,S1
Perbankan Syariah,IAIN Kendari,S1
Ilmu Al-Qur'An Dan Tafsir,IAIN Kendari,S1
Manajemen Pendidikan Islam,IAIN Kendari,S1
Pendidikan Agama Islam,IAIN Kendari,S1
Hukum Tatanegara (Siyasah),IAIN Kendari,S1
Pendidikan Islam Anak Usia Dini,IAIN Kendari,S1
Pendidikan Guru Madrasah Ibtidaiyah (PGmi),IAIN Kendari,S1
Bimbingan Dan Penyuluhan Islam,IAIN Kendari,S1
Komunikasi Penyiaran Islam,IAIN Kendari,S1
Manajemen Dakwah,IAIN Kendari,S1
Perbankan Syariah,IAIN Langsa,S1
Hukum Tata Negara,IAIN Langsa,S1
Pendidikan Islam Anak Usia Dini,IAIN Langsa,S1
Ilmu Hadis,IAIN Langsa,S1
Ekonomi Syari'Ah,IAIN Langsa,S1
Pendidikan Guru Madrasah Ibtidaiyah,IAIN Langsa,S1
Ilmu Al-Quran Dan Tafsir,IAIN Langsa,S1
Bimbingan Dan Konseling Islam,IAIN Langsa,S1
Pendidikan Matematika,IAIN Langsa,S1
Hukum Pidana Islam (Jinayah),IAIN Langsa,S1
Tadris Bahasa Inggris,IAIN Langsa,S1
Komunikasi Dan Penyiaran Islam,IAIN Langsa,S1
Manajemen Zakat Dan Wakaf,IAIN Langsa,S1
Manajemen Keuangan Syariah,IAIN Langsa,S1
Hukum Keluarga (Akhwal Syaksiyah),IAIN Langsa,S1
Hukum Ekonomi Syariah (Muamalah),IAIN Langsa,S1
Pendidikan Agama Islam,IAIN Langsa,S1
Hukum Ekonomi Syariah,IAIN Manado,S1
Manajemen Pendidikan Islam,IAIN Manado,S1
Tadris Bahasa Inggris,IAIN Manado,S1
Pendidikan Guru Madrasah Ibtidaiyah,IAIN Manado,S1
Ilmu Alquran Dan Tafsir,IAIN Manado,S1
Pendidikan Bahasa Arab,IAIN Manado,S1
Perbankan Syariah,IAIN Manado,S1
Ekonomi Syariah,IAIN Manado,S1
Hukum Keluarga (Akhwal Syaksiyah),IAIN Manado,S1
Psikologi Islam,IAIN Manado,S1
Sejarah Peradaban  Islam,IAIN Manado,S1
Manajemen Dakwah,IAIN Manado,S1
Pendidikan Agama Islam,IAIN Manado,S1
Pendidikan Islam Anak Usia Dini,IAIN Manado,S1
Sosiologi Agama,IAIN Manado,S1
Komunikasi Dan Penyiaran Islam,IAIN Palangkaraya,S1
Pendidikan Agama Islam,IAIN Palangkaraya,S1
Hukum Keluarga Islam (Ahwal Syakhshiyyah),IAIN Palangkaraya,S1
Perbankan Syariah,IAIN Palangkaraya,S1
Pendidikan Bahasa Arab,IAIN Palangkaraya,S1
Pendidikan Guru Madrasah Ibtidaiyah,IAIN Palangkaraya,S1
Manajemen Zakat Dan Wakaf,IAIN Palangkaraya,S1
Manajemen Pendidikan Islam,IAIN Palangkaraya,S1
Ilmu Al Quran Dan Tafsir,IAIN Palangkaraya,S1
Pendidikan Islam Anak Usia Dini,IAIN Palangkaraya,S1
Bimbingan Konseling Islam,IAIN Palangkaraya,S1
Ekonomi Syariah,IAIN Palangkaraya,S1
Sejarah Peradaban Islam,IAIN Palangkaraya,S1
Hukum Tata Negara (Siyasah Syar'Iyyah),IAIN Palangkaraya,S1
Akuntansi Syari'Ah,IAIN Palangkaraya,S1
Perbankan Syariah,IAIN Palopo,S1
Komunikasi Dan Penyiaran Islam,IAIN Palopo,S1
Pendidikan Islam Anak Usia Dini,IAIN Palopo,S1
Ekonomi Syariah,IAIN Palopo,S1
Manajemen Pendidikan Islam,IAIN Palopo,S1
Pendidikan Guru Madrasah Ibtidaiyah,IAIN Palopo,S1
Hukum Tatanegera (Siyasah),IAIN Palopo,S1
Bimbingan Dan Konseling Islam,IAIN Palopo,S1
Manajemen Bisnis Syariah,IAIN Palopo,S1
Pendidikan Matematika,IAIN Palopo,S1
Komunikasi Dan Penyiaran Islam,IAIN Pontianak,S1
Ekonomi Syariah,IAIN Pontianak,S1
Bimbingan Dan Konseling Islam,IAIN Pontianak,S1
Hukum Ekonomi Syariah (Muamalah),IAIN Pontianak,S1
Studi Agama-Agama,IAIN Pontianak,S1
Akuntansi Syariah,IAIN Pontianak,S1
Manajemen Bisnis Syariah,IAIN Pontianak,S1
Psikologi Islam,IAIN Pontianak,S1
Hukum Keluarga (Akhwal Syahsiyyah),IAIN Pontianak,S1
Pendidikan Guru Madrasah Ibtidaiyah,IAIN Pontianak,S1
Pendidikan Islam Anak Usia Dini,IAIN Pontianak,S1
Studi Agama-Agama,IAIN Purwokerto,S1
Tadris Bahasa Inggris,IAIN Purwokerto,S1
Manajemen Dakwah,IAIN Purwokerto,S1
Ilmu Al-Qur'An Dan Tafsir,IAIN Purwokerto,S1
Perbankan Syari'Ah,IAIN Purwokerto,S1
Komunikasi Dan Penyiaran Islam,IAIN Purwokerto,S1
Pendidikan Islam Anak Usia Dini,IAIN Purwokerto,S1
Sejarah Peradaban Islam,IAIN Purwokerto,S1
Perbandingan Madzhab,IAIN Purwokerto,S1
Tadris Matematika,IAIN Purwokerto,S1
Hukum Tatanegara (Siyasah),IAIN Purwokerto,S1
Manajemen Zakat Dan Wakaf,IAIN Purwokerto,S1
Hukum Keluarga (Ahwal Al Syakhshiyah),IAIN Purwokerto,S1
Pengembangan Masyarakat Islam,IAIN Purwokerto,S1
Pendidikan Guru Madrasah Ibtidaiyah,IAIN Purwokerto,S1
Manajemen Bisnis Syariah,IAIN Salatiga,S1
Psikologi Islam,IAIN Salatiga,S1
Bimbingan Dan Konseling Pendidikan Islam,IAIN Salatiga,S1
Tadris Matematika,IAIN Salatiga,S1
Akuntansi Syari'Ah,IAIN Salatiga,S1
Bahasa Dan Sastra Arab,IAIN Salatiga,S1
Hukum Keluarga Islam (Ahwal Syakhsiyah),IAIN Salatiga,S1
Sejarah Peradaban Islam,IAIN Salatiga,S1
Ilmu Hadis,IAIN Salatiga,S1
Hukum Tatanegara (Siyasah Syar'Iyyah),IAIN Salatiga,S1
Pendidikan Guru Madrasah Ibtidaiyah,IAIN Salatiga,S1
Perbankan Syariah,IAIN Samarinda,S1
Hukum Tatanegara (Siyasah),IAIN Samarinda,S1
Komunikasi Dan Penyiaran Islam,IAIN Samarinda,S1
Manajemen Dakwah,IAIN Samarinda,S1
Pendidikan Agama Islam,IAIN Samarinda,S1
Hukum Keluarga (Akhwal Syaksiyah),IAIN Samarinda,S1
Manajemen Pendidikan Islam (Kependidikan Islam),IAIN Samarinda,S1
Perbankan Syari'Ah,IAIN Sultan Amai Gorontalo,S1
Pendidikan Agama Islam,IAIN Sultan Amai Gorontalo,S1
Komunikasi Dan Penyiaran Islam,IAIN Sultan Amai Gorontalo,S1
Hukum Keluarga (Akhwal Syaksiyah),IAIN Sultan Amai Gorontalo,S1
Manajemen Pendidikan Islam,IAIN Sultan Amai Gorontalo,S1
Ilmu Al-Qur'An Dan Tafsir,IAIN Sultan Amai Gorontalo,S1
Akuntansi Syariah,IAIN Sultan Amai Gorontalo,S1
Manajemen Keuangan Syariah,IAIN Sultan Amai Gorontalo,S1
